Date,City,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,AQI,AQI_Category
2025-09-25,Mumbai,11.7,31.0,15.7,11.1,0.33,6.7,32.1,76.8,13.3,0.0,31,Good
2025-09-26,Mumbai,27.0,42.0,11.9,14.2,0.43,7.2,32.3,74.6,11.4,0.0,45,Good
2025-09-27,Mumbai,20.0,29.9,8.0,11.6,0.31,9.7,30.3,77.0,15.3,18.7,33,Good
2025-09-28,Mumbai,11.7,5.4,11.0,12.8,0.39,7.3,32.5,81.6,13.0,11.0,20,Good
2025-09-29,Mumbai,14.1,54.1,9.3,9.5,0.32,12.3,29.1,84.7,12.9,17.9,54,Satisfactory
2025-09-30,Mumbai,12.9,44.7,13.2,10.4,0.36,12.8,30.3,74.6,12.2,25.9,45,Good
2025-10-01,Mumbai,44.4,90.0,30.3,10.5,0.81,10.6,29.6,76.4,10.1,0.0,90,Satisfactory
2025-10-02,Mumbai,36.3,114.9,26.6,12.5,0.99,9.4,30.8,78.0,13.7,0.0,110,Moderate
2025-10-03,Mumbai,38.4,87.9,23.8,11.8,0.82,6.1,32.2,84.9,13.4,0.0,88,Satisfactory
2025-10-04,Mumbai,47.4,82.6,29.4,12.9,0.97,10.0,30.6,76.4,11.2,1.2,83,Satisfactory
2025-10-05,Mumbai,47.6,84.7,26.2,13.4,0.85,7.9,31.6,86.8,14.6,0.0,85,Satisfactory
2025-10-06,Mumbai,38.7,65.9,25.6,10.7,0.79,2.9,31.2,85.1,13.9,0.0,66,Satisfactory
2025-10-07,Mumbai,42.4,102.5,21.9,12.4,0.92,12.3,31.7,87.2,12.1,0.0,102,Moderate
2025-10-08,Mumbai,38.0,70.2,21.5,13.4,0.86,7.5,30.5,76.0,12.2,0.0,70,Satisfactory
2025-10-09,Mumbai,38.0,74.7,25.8,11.1,0.75,10.7,33.3,71.8,14.8,0.0,75,Satisfactory
2025-10-10,Mumbai,41.5,94.1,28.4,10.5,0.96,1.0,29.3,80.7,9.4,0.0,94,Satisfactory
2025-10-11,Mumbai,44.5,78.4,27.0,10.3,0.91,16.2,31.7,77.9,9.7,0.0,78,Satisfactory
2025-10-12,Mumbai,33.9,98.3,30.6,14.2,1.0,12.9,31.5,69.7,8.0,0.0,98,Satisfactory
2025-10-13,Mumbai,36.6,117.7,26.7,13.1,0.95,1.4,28.2,89.4,10.4,0.0,112,Moderate
2025-10-14,Mumbai,50.6,112.8,24.4,11.0,0.76,23.2,33.7,75.5,14.5,0.0,109,Moderate
2025-10-15,Mumbai,51.7,87.5,25.2,12.7,0.95,12.1,30.8,84.1,9.9,0.0,88,Satisfactory
2025-10-16,Mumbai,30.4,83.3,26.7,14.2,1.03,5.1,31.1,74.8,10.2,0.0,83,Satisfactory
2025-10-17,Mumbai,33.2,43.9,30.4,12.3,0.84,15.3,35.2,77.7,13.7,0.0,55,Satisfactory
2025-10-18,Mumbai,45.2,95.7,25.4,14.7,0.87,5.6,31.9,80.7,13.6,0.0,96,Satisfactory
2025-10-19,Mumbai,36.1,82.2,23.7,13.5,0.85,7.3,32.2,74.0,12.1,0.0,82,Satisfactory
2025-10-20,Mumbai,37.5,77.9,28.2,11.4,0.93,11.3,32.5,81.8,13.5,0.0,78,Satisfactory
2025-10-21,Mumbai,29.2,101.4,22.1,11.7,0.95,8.7,30.1,81.7,12.1,0.0,101,Moderate
2025-10-22,Mumbai,45.1,84.6,21.7,11.5,1.01,18.6,32.8,69.0,14.2,0.0,85,Satisfactory
2025-10-23,Mumbai,40.4,86.4,27.7,13.2,1.02,12.4,30.8,62.3,10.4,3.9,86,Satisfactory
2025-10-24,Mumbai,41.3,88.5,18.5,11.9,0.88,14.4,29.1,74.4,15.4,0.0,89,Satisfactory
2025-10-25,Mumbai,36.6,95.0,29.1,12.8,0.98,13.2,31.8,67.6,11.6,0.0,95,Satisfactory
2025-10-26,Mumbai,51.9,93.6,28.2,10.4,1.08,13.4,32.0,79.1,5.8,0.0,94,Satisfactory
2025-10-27,Mumbai,44.3,82.5,27.9,9.6,0.93,20.3,32.7,71.3,9.0,0.0,82,Satisfactory
2025-10-28,Mumbai,37.3,95.3,27.0,11.2,0.97,8.9,32.5,75.9,14.5,0.0,95,Satisfactory
2025-10-29,Mumbai,39.3,89.3,27.7,12.9,1.02,13.4,33.7,69.6,10.2,0.0,89,Satisfactory
2025-10-30,Mumbai,42.2,70.2,28.0,12.5,1.02,10.0,31.2,72.8,10.4,0.0,70,Satisfactory
2025-10-31,Mumbai,46.9,96.7,24.9,12.4,0.91,4.6,29.3,72.5,9.9,0.0,97,Satisfactory
2025-11-01,Mumbai,59.9,117.1,26.2,11.4,1.13,11.8,31.3,70.5,11.6,0.0,111,Moderate
2025-11-02,Mumbai,52.2,110.4,34.7,13.7,1.05,11.4,29.7,79.6,11.9,0.0,107,Moderate
2025-11-03,Mumbai,51.5,100.5,32.0,13.3,1.12,10.6,30.9,76.0,11.1,0.0,100,Satisfactory
2025-11-04,Mumbai,44.7,123.6,31.7,10.2,1.01,15.9,34.0,75.6,10.5,0.0,116,Moderate
2025-11-05,Mumbai,45.5,107.6,30.2,12.0,1.12,8.6,31.1,75.2,10.3,0.0,105,Moderate
2025-11-06,Mumbai,58.8,109.5,33.1,12.5,1.19,14.9,33.3,72.1,12.1,0.0,106,Moderate
2025-11-07,Mumbai,52.0,121.2,34.1,12.9,1.19,16.3,31.4,77.0,10.1,0.0,114,Moderate
2025-11-08,Mumbai,46.2,96.2,26.4,13.2,1.0,7.0,31.8,66.7,12.5,0.0,96,Satisfactory
2025-11-09,Mumbai,49.1,114.7,31.5,12.2,1.07,16.9,32.9,75.6,8.6,0.0,110,Moderate
2025-11-10,Mumbai,44.7,101.0,26.3,16.3,1.11,16.3,32.8,75.7,12.4,0.3,101,Moderate
2025-11-11,Mumbai,48.2,75.7,30.5,13.5,1.1,7.4,30.1,76.5,13.5,0.0,80,Satisfactory
2025-11-12,Mumbai,54.8,114.2,38.8,13.9,1.18,12.3,32.8,74.3,6.4,0.0,109,Moderate
2025-11-13,Mumbai,47.6,94.4,32.4,14.6,1.18,9.3,32.0,67.2,9.5,0.0,94,Satisfactory
2025-11-14,Mumbai,49.3,111.3,31.5,12.5,1.07,8.6,33.1,69.9,13.4,0.0,108,Moderate
2025-11-15,Mumbai,53.0,108.8,32.8,15.8,1.2,14.2,32.4,73.6,9.3,0.0,106,Moderate
2025-11-16,Mumbai,48.7,95.0,32.4,11.3,1.17,5.5,32.7,68.9,12.1,0.0,95,Satisfactory
2025-11-17,Mumbai,55.2,115.9,32.3,12.3,1.18,15.3,31.5,62.8,15.2,0.0,111,Moderate
2025-11-18,Mumbai,47.6,101.4,32.8,12.5,1.19,11.3,32.3,71.0,8.9,0.0,101,Moderate
2025-11-19,Mumbai,46.4,108.5,32.9,14.5,1.28,18.1,33.4,65.8,7.7,0.0,106,Moderate
2025-11-20,Mumbai,52.7,101.8,33.1,13.5,1.22,18.2,33.2,74.0,8.0,0.0,101,Moderate
2025-11-21,Mumbai,55.4,125.9,33.7,13.4,1.16,1.0,30.3,71.5,6.9,0.0,117,Moderate
2025-11-22,Mumbai,61.9,101.5,34.1,12.2,1.13,2.6,32.8,77.5,7.3,0.0,106,Moderate
2025-11-23,Mumbai,59.4,118.0,32.9,13.8,1.13,8.5,30.7,69.5,9.3,0.0,112,Moderate
2025-11-24,Mumbai,41.5,134.8,33.8,13.4,1.18,12.0,31.6,62.1,8.4,0.0,123,Moderate
2025-11-25,Mumbai,50.0,104.9,28.7,13.4,1.25,19.6,32.9,71.4,10.8,0.0,103,Moderate
2025-11-26,Mumbai,62.3,116.2,34.8,12.8,1.27,1.0,32.4,64.0,5.8,0.0,111,Moderate
2025-11-27,Mumbai,47.6,104.3,35.8,13.0,1.21,17.4,31.9,56.5,10.7,0.0,103,Moderate
2025-11-28,Mumbai,44.9,123.6,29.1,13.5,1.32,9.4,31.7,71.2,10.5,0.0,116,Moderate
2025-11-29,Mumbai,65.2,117.8,33.1,12.2,1.15,7.2,31.5,70.3,8.5,0.0,117,Moderate
2025-11-30,Mumbai,67.5,124.2,35.9,12.8,1.22,12.7,31.3,64.5,7.8,0.0,125,Moderate
2025-12-01,Mumbai,52.3,120.1,36.1,15.0,1.23,15.1,32.2,65.5,6.0,0.0,113,Moderate
2025-12-02,Mumbai,47.1,91.1,34.0,12.2,1.13,4.5,32.3,73.0,10.3,0.0,91,Satisfactory
2025-12-03,Mumbai,58.3,115.1,31.0,13.8,1.15,10.7,32.0,73.9,8.3,12.7,110,Moderate
2025-12-04,Mumbai,58.2,108.0,33.6,8.5,1.41,12.8,31.2,70.6,7.0,0.0,105,Moderate
2025-12-05,Mumbai,54.2,139.6,31.6,13.0,1.4,13.2,30.6,60.3,8.1,0.0,126,Moderate
2025-12-06,Mumbai,62.8,111.9,32.0,12.6,1.22,16.8,31.9,68.3,8.2,0.0,109,Moderate
2025-12-07,Mumbai,48.1,88.0,34.3,13.9,1.22,9.0,32.7,66.8,9.0,0.0,88,Satisfactory
2025-12-08,Mumbai,59.4,94.0,34.1,13.4,1.21,13.9,32.3,64.9,12.4,0.0,99,Satisfactory
2025-12-09,Mumbai,59.5,128.3,35.1,15.0,1.17,8.1,32.3,78.6,8.9,0.0,119,Moderate
2025-12-10,Mumbai,62.1,119.6,33.8,13.6,1.22,9.1,31.9,69.3,9.4,0.0,113,Moderate
2025-12-11,Mumbai,60.4,119.8,40.2,13.2,1.2,23.9,31.4,64.9,8.4,0.0,113,Moderate
2025-12-12,Mumbai,57.7,119.3,30.4,12.8,1.16,12.8,32.1,69.5,10.2,0.0,113,Moderate
2025-12-13,Mumbai,60.0,129.3,31.2,11.2,1.17,16.2,32.0,66.8,9.6,0.0,120,Moderate
2025-12-14,Mumbai,65.5,128.5,31.8,12.8,1.23,13.2,33.3,59.6,9.6,0.0,119,Moderate
2025-12-15,Mumbai,60.6,129.5,37.9,11.9,1.39,15.4,32.8,66.1,3.1,0.0,120,Moderate
2025-12-16,Mumbai,65.8,107.7,36.6,12.5,1.18,1.0,29.5,56.5,9.0,0.0,119,Moderate
2025-12-17,Mumbai,40.4,130.7,35.7,12.7,1.28,6.0,31.5,60.5,9.2,0.0,120,Moderate
2025-12-18,Mumbai,57.2,145.9,34.6,12.3,1.21,18.0,31.4,67.5,2.8,0.0,131,Moderate
2025-12-19,Mumbai,71.2,123.3,33.4,12.4,1.22,2.8,30.9,61.1,8.9,0.0,137,Moderate
2025-12-20,Mumbai,51.3,93.0,32.2,11.2,1.29,8.5,31.3,67.1,7.8,0.0,93,Satisfactory
2025-12-21,Mumbai,53.6,129.1,34.6,14.2,1.15,1.6,30.9,68.8,7.7,0.0,119,Moderate
2025-12-22,Mumbai,54.8,128.4,34.1,12.1,1.24,6.3,30.6,58.4,8.0,0.0,119,Moderate
2025-12-23,Mumbai,51.8,129.7,30.9,12.5,1.37,4.8,29.7,54.6,9.2,12.0,120,Moderate
2025-12-24,Mumbai,66.8,124.3,36.3,11.1,1.32,16.2,30.7,56.5,6.4,0.0,123,Moderate
2025-12-25,Mumbai,46.4,107.2,37.9,14.2,1.17,15.7,32.7,65.8,6.8,0.0,105,Moderate
2025-12-26,Mumbai,60.3,120.1,33.6,15.1,1.26,5.6,31.1,66.2,7.8,0.0,113,Moderate
2025-12-27,Mumbai,46.3,138.9,34.7,13.7,1.21,9.3,29.9,62.8,10.6,0.0,126,Moderate
2025-12-28,Mumbai,60.1,107.7,37.7,12.1,1.23,8.2,30.7,67.1,9.1,0.0,105,Moderate
2025-12-29,Mumbai,57.0,109.1,36.0,13.1,1.25,15.4,30.3,65.5,8.5,0.0,106,Moderate
2025-12-30,Mumbai,57.4,119.4,40.0,13.3,1.39,10.2,29.8,64.7,7.7,0.0,113,Moderate
2025-12-31,Mumbai,53.1,91.2,36.6,14.5,1.37,11.3,30.2,69.3,10.1,0.0,91,Satisfactory
2024-01-01,Bengaluru,35.7,64.8,21.0,8.2,0.74,1.0,26.0,46.2,9.9,0.0,65,Satisfactory
2024-01-02,Bengaluru,33.1,60.6,20.4,8.1,0.74,4.2,27.5,44.8,9.4,0.0,61,Satisfactory
2024-01-03,Bengaluru,30.4,81.7,19.3,8.5,0.73,2.5,27.9,48.4,6.5,0.0,82,Satisfactory
2024-01-04,Bengaluru,31.6,68.2,20.0,9.0,0.73,1.0,25.4,43.8,7.7,0.0,68,Satisfactory
2024-01-05,Bengaluru,30.0,62.3,22.6,10.1,0.75,1.0,24.5,45.5,12.2,0.0,62,Satisfactory
2024-01-06,Bengaluru,34.3,81.1,21.4,7.7,0.75,16.8,25.9,42.7,7.8,0.0,81,Satisfactory
2024-01-07,Bengaluru,30.4,46.5,19.4,8.5,0.77,5.9,25.2,44.7,9.7,0.0,51,Satisfactory
2024-01-08,Bengaluru,32.0,53.2,20.8,10.4,0.77,1.0,25.1,36.7,9.7,0.0,53,Satisfactory
2024-01-09,Bengaluru,22.3,61.6,21.6,8.7,0.74,2.7,25.7,42.8,6.9,0.0,62,Satisfactory
2024-01-10,Bengaluru,33.5,57.3,22.9,9.7,0.56,6.3,25.4,32.1,9.1,0.0,57,Satisfactory
2024-01-11,Bengaluru,21.0,59.6,24.4,7.4,0.67,1.0,21.4,40.2,8.5,0.0,60,Satisfactory
2024-01-12,Bengaluru,30.0,67.5,21.6,8.3,0.71,11.7,28.3,42.4,9.8,0.0,68,Satisfactory
2024-01-13,Bengaluru,35.5,66.6,23.7,7.9,0.68,3.2,25.7,33.2,5.8,0.0,67,Satisfactory
2024-01-14,Bengaluru,29.8,79.3,21.7,6.9,0.75,1.0,25.1,37.2,11.2,0.0,79,Satisfactory
2024-01-15,Bengaluru,33.8,64.4,22.0,8.8,0.63,3.7,25.7,36.6,12.9,0.0,64,Satisfactory
2024-01-16,Bengaluru,28.4,73.0,26.0,8.5,0.75,2.7,25.3,46.6,9.5,0.0,73,Satisfactory
2024-01-17,Bengaluru,39.6,64.2,22.9,7.3,0.75,12.1,25.1,40.5,8.3,0.0,66,Satisfactory
2024-01-18,Bengaluru,37.7,63.3,20.2,7.9,0.73,8.2,24.4,27.7,8.6,2.1,63,Satisfactory
2024-01-19,Bengaluru,29.9,45.4,21.8,8.8,0.72,7.8,24.2,44.1,9.7,0.0,50,Good
2024-01-20,Bengaluru,24.8,61.4,21.7,8.2,0.76,3.7,25.6,39.6,8.9,0.0,61,Satisfactory
2024-01-21,Bengaluru,32.8,74.7,24.0,8.4,0.72,2.1,25.2,40.7,10.3,0.0,75,Satisfactory
2024-01-22,Bengaluru,27.8,67.1,20.6,9.2,0.77,14.5,21.9,36.4,7.8,0.0,67,Satisfactory
2024-01-23,Bengaluru,31.7,73.8,19.5,8.6,0.76,6.6,26.4,41.3,7.7,0.0,74,Satisfactory
2024-01-24,Bengaluru,31.9,71.1,20.4,8.8,0.69,12.5,24.4,39.3,7.3,0.0,71,Satisfactory
2024-01-25,Bengaluru,26.0,69.5,21.2,9.5,0.71,7.7,22.9,36.7,6.6,0.0,69,Satisfactory
2024-01-26,Bengaluru,25.4,60.8,21.4,8.1,0.77,1.0,23.2,36.8,10.6,0.0,61,Satisfactory
2024-01-27,Bengaluru,27.2,84.3,26.1,9.1,0.79,4.5,23.3,37.5,3.4,0.0,84,Satisfactory
2024-01-28,Bengaluru,26.5,73.4,24.2,9.5,0.76,1.0,20.4,33.0,9.4,0.0,73,Satisfactory
2024-01-29,Bengaluru,30.8,63.8,19.7,8.7,0.75,5.2,25.9,40.7,10.2,0.0,64,Satisfactory
2024-01-30,Bengaluru,35.8,69.9,21.7,8.1,0.72,5.8,25.5,43.7,8.7,0.0,70,Satisfactory
2024-01-31,Bengaluru,32.7,81.3,21.7,8.0,0.77,1.0,22.2,38.9,7.7,0.0,81,Satisfactory
2024-02-01,Bengaluru,25.1,71.7,19.8,7.8,0.79,1.0,23.9,38.0,7.7,0.0,72,Satisfactory
2024-02-02,Bengaluru,29.2,59.9,24.3,7.6,0.74,5.7,20.4,43.2,8.8,0.0,60,Satisfactory
2024-02-03,Bengaluru,25.1,58.5,22.4,8.8,0.61,12.2,22.7,35.0,11.5,0.0,58,Satisfactory
2024-02-04,Bengaluru,31.8,71.7,22.6,8.6,0.75,8.4,23.0,38.2,10.0,0.0,72,Satisfactory
2024-02-05,Bengaluru,38.2,65.7,22.3,9.9,0.73,1.0,21.6,49.0,6.5,0.0,66,Satisfactory
2024-02-06,Bengaluru,36.8,65.5,19.8,8.2,0.92,8.7,23.0,47.1,9.8,0.0,65,Satisfactory
2024-02-07,Bengaluru,35.1,49.9,18.3,7.9,0.63,7.7,24.8,37.2,12.8,0.0,59,Satisfactory
2024-02-08,Bengaluru,27.9,57.7,16.5,8.6,0.64,4.1,22.6,50.8,13.6,0.0,58,Satisfactory
2024-02-09,Bengaluru,27.4,65.6,22.7,7.7,0.68,3.7,23.5,40.8,10.9,0.0,66,Satisfactory
2024-02-10,Bengaluru,28.0,62.2,22.5,10.3,0.72,8.6,22.5,45.0,8.4,0.0,62,Satisfactory
2024-02-11,Bengaluru,31.9,54.2,19.8,8.2,0.81,2.9,25.7,45.8,9.9,0.0,54,Satisfactory
2024-02-12,Bengaluru,29.5,52.2,19.4,9.8,0.68,8.5,21.8,35.5,11.1,0.0,52,Satisfactory
2024-02-13,Bengaluru,26.0,60.5,21.7,9.1,0.63,3.4,22.8,36.0,9.4,0.0,60,Satisfactory
2024-02-14,Bengaluru,27.1,74.0,20.1,7.9,0.7,1.8,22.0,37.7,10.4,0.0,74,Satisfactory
2024-02-15,Bengaluru,31.8,73.6,18.8,9.0,0.67,1.0,21.9,35.1,10.1,0.0,74,Satisfactory
2024-02-16,Bengaluru,35.4,69.5,20.6,9.6,0.73,1.0,22.1,46.5,9.5,0.0,70,Satisfactory
2024-02-17,Bengaluru,31.1,69.4,20.1,9.3,0.74,3.4,25.4,42.5,10.3,0.0,69,Satisfactory
2024-02-18,Bengaluru,31.1,63.8,23.9,8.3,0.78,12.8,20.4,44.3,7.2,0.0,64,Satisfactory
2024-02-19,Bengaluru,29.7,59.2,16.2,9.6,0.55,1.0,20.9,42.9,15.9,0.0,59,Satisfactory
2024-02-20,Bengaluru,32.9,67.5,21.0,7.7,0.74,7.6,24.2,39.8,9.1,0.0,67,Satisfactory
2024-02-21,Bengaluru,31.1,67.6,22.2,8.7,0.64,1.0,21.8,40.3,11.5,0.0,68,Satisfactory
2024-02-22,Bengaluru,32.4,77.1,22.5,7.6,0.68,9.5,22.7,51.0,9.6,0.0,77,Satisfactory
2024-02-23,Bengaluru,32.2,73.3,21.3,10.6,0.75,1.8,22.3,36.3,9.0,0.0,73,Satisfactory
2024-02-24,Bengaluru,26.7,68.1,18.5,8.1,0.75,1.0,20.8,37.3,11.4,0.0,68,Satisfactory
2024-02-25,Bengaluru,26.1,62.5,21.1,9.4,0.65,3.2,23.6,44.7,10.9,1.0,63,Satisfactory
2024-02-26,Bengaluru,24.6,75.6,21.0,7.4,0.69,4.3,21.9,45.8,9.0,0.0,76,Satisfactory
2024-02-27,Bengaluru,27.3,54.1,19.7,9.7,0.75,1.0,21.0,42.8,12.4,0.0,54,Satisfactory
2024-02-28,Bengaluru,25.8,53.6,17.6,7.5,0.7,4.8,23.3,44.1,12.8,0.0,54,Satisfactory
2024-02-29,Bengaluru,24.9,48.5,19.2,9.4,0.58,9.8,22.8,46.4,10.2,0.0,48,Good
2024-03-01,Bengaluru,19.8,53.0,22.2,9.1,0.59,2.6,21.7,44.4,7.7,0.0,53,Satisfactory
2024-03-02,Bengaluru,23.7,60.6,20.2,8.2,0.65,17.7,25.2,37.2,12.3,0.0,61,Satisfactory
2024-03-03,Bengaluru,25.8,55.1,20.0,9.5,0.61,10.1,21.5,47.5,10.1,0.0,55,Satisfactory
2024-03-04,Bengaluru,23.3,49.7,20.2,7.6,0.65,1.0,23.6,48.1,10.3,0.0,50,Good
2024-03-05,Bengaluru,28.5,54.5,15.4,7.7,0.48,1.0,22.4,44.1,14.1,0.0,54,Satisfactory
2024-03-06,Bengaluru,27.2,53.2,16.2,8.5,0.56,1.1,21.2,41.4,11.1,0.4,53,Satisfactory
2024-03-07,Bengaluru,29.2,52.0,19.2,8.1,0.62,9.8,23.1,43.1,15.1,0.0,52,Satisfactory
2024-03-08,Bengaluru,25.2,48.5,17.1,8.4,0.52,6.3,19.8,41.3,13.0,0.3,48,Good
2024-03-09,Bengaluru,22.4,46.3,19.0,8.0,0.57,5.2,20.2,31.0,11.6,0.0,46,Good
2024-03-10,Bengaluru,23.8,56.5,18.9,7.9,0.59,1.0,19.3,37.8,15.2,0.0,57,Satisfactory
2024-03-11,Bengaluru,27.8,44.0,17.4,9.9,0.56,1.4,20.5,46.2,11.8,0.0,46,Good
2024-03-12,Bengaluru,30.2,58.6,16.5,10.6,0.6,1.0,19.9,42.8,12.2,0.1,59,Satisfactory
2024-03-13,Bengaluru,20.5,64.1,17.5,9.5,0.66,1.0,22.7,43.5,15.3,0.0,64,Satisfactory
2024-03-14,Bengaluru,25.9,55.3,18.8,8.9,0.65,8.5,22.4,39.0,9.9,0.0,55,Satisfactory
2024-03-15,Bengaluru,27.7,64.0,18.0,7.4,0.54,4.1,23.2,46.2,11.0,0.0,64,Satisfactory
2024-03-16,Bengaluru,24.3,33.5,17.1,9.1,0.67,1.0,22.1,52.2,12.4,0.0,41,Good
2024-03-17,Bengaluru,16.3,47.0,17.5,7.5,0.47,7.5,21.0,52.1,12.2,0.0,47,Good
2024-03-18,Bengaluru,26.4,61.3,18.0,9.3,0.57,1.0,20.2,55.1,14.0,0.0,61,Satisfactory
2024-03-19,Bengaluru,20.8,60.4,17.8,8.2,0.6,10.0,20.1,48.4,10.0,0.0,60,Satisfactory
2024-03-20,Bengaluru,25.1,46.1,16.9,7.9,0.62,11.0,22.0,41.4,11.4,0.0,46,Good
2024-03-21,Bengaluru,28.8,53.3,16.6,7.1,0.63,1.6,19.0,42.8,12.3,0.0,53,Satisfactory
2024-03-22,Bengaluru,22.5,42.4,22.9,7.2,0.61,1.0,20.2,43.7,11.9,0.0,42,Good
2024-03-23,Bengaluru,29.4,46.4,20.4,9.1,0.53,2.6,16.9,48.9,13.0,0.0,49,Good
2024-03-24,Bengaluru,23.1,65.5,19.1,8.4,0.5,4.2,20.0,47.0,14.2,0.0,66,Satisfactory
2024-03-25,Bengaluru,23.0,52.7,20.2,7.9,0.63,1.0,20.8,35.3,13.3,0.0,53,Satisfactory
2024-03-26,Bengaluru,14.8,42.0,18.3,6.6,0.56,2.1,20.8,49.3,13.5,2.1,42,Good
2024-03-27,Bengaluru,28.2,45.9,16.6,7.7,0.47,3.2,18.4,46.1,13.4,0.0,47,Good
2024-03-28,Bengaluru,28.4,56.9,18.7,9.2,0.57,1.2,21.0,55.0,11.2,0.0,57,Satisfactory
2024-03-29,Bengaluru,23.1,48.5,19.0,7.5,0.63,1.0,21.9,49.2,10.5,5.2,48,Good
2024-03-30,Bengaluru,26.4,48.3,16.2,8.5,0.66,2.4,16.2,52.0,13.4,0.0,48,Good
2024-03-31,Bengaluru,29.3,55.1,19.6,8.9,0.7,7.4,20.0,49.2,10.1,0.0,55,Satisfactory
2024-04-01,Bengaluru,29.5,52.9,21.4,6.8,0.61,1.0,19.4,44.6,13.5,0.0,53,Satisfactory
2024-04-02,Bengaluru,25.0,56.6,20.4,7.0,0.66,2.9,16.4,50.4,10.4,0.0,57,Satisfactory
2024-04-03,Bengaluru,27.3,68.3,17.3,8.7,0.54,3.3,20.7,49.6,10.7,0.0,68,Satisfactory
2024-04-04,Bengaluru,27.3,57.1,19.0,7.8,0.51,5.1,20.1,44.8,13.0,0.0,57,Satisfactory
2024-04-05,Bengaluru,24.2,46.3,16.7,8.5,0.62,1.0,19.0,52.5,15.7,0.0,46,Good
2024-04-06,Bengaluru,28.1,47.4,16.3,8.1,0.52,1.0,19.0,60.7,13.1,0.0,47,Good
2024-04-07,Bengaluru,26.4,62.6,15.6,8.0,0.69,1.9,19.4,61.9,14.4,0.0,63,Satisfactory
2024-04-08,Bengaluru,26.6,49.8,16.3,7.7,0.61,8.2,20.6,58.1,10.7,3.6,50,Good
2024-04-09,Bengaluru,19.9,48.8,17.4,7.6,0.6,5.9,21.6,60.6,15.5,0.0,49,Good
2024-04-10,Bengaluru,28.5,49.3,16.3,8.5,0.66,4.7,19.6,59.1,12.0,0.6,49,Good
2024-04-11,Bengaluru,23.9,53.9,17.4,8.6,0.57,5.1,18.8,55.9,14.1,0.0,54,Satisfactory
2024-04-12,Bengaluru,33.0,56.2,17.1,7.3,0.51,1.0,18.5,63.8,14.1,3.5,56,Satisfactory
2024-04-13,Bengaluru,25.3,64.8,17.6,9.7,0.54,1.6,17.4,57.0,12.9,0.0,65,Satisfactory
2024-04-14,Bengaluru,20.5,58.9,16.2,7.1,0.7,1.0,17.8,60.0,9.6,0.0,59,Satisfactory
2024-04-15,Bengaluru,28.2,43.8,14.1,8.1,0.58,4.1,17.2,63.0,16.1,0.0,47,Good
2024-04-16,Bengaluru,19.4,45.1,15.9,6.8,0.57,1.0,20.8,47.3,15.9,0.0,45,Good
2024-04-17,Bengaluru,24.3,54.7,19.0,7.5,0.48,3.3,19.7,59.5,17.6,27.7,55,Satisfactory
2024-04-18,Bengaluru,31.2,46.9,18.2,7.0,0.43,1.0,16.4,68.9,17.2,2.4,52,Satisfactory
2024-04-19,Bengaluru,26.3,37.1,15.7,7.5,0.58,1.0,16.3,64.4,18.0,0.0,44,Good
2024-04-20,Bengaluru,22.9,69.0,16.3,7.1,0.6,1.6,18.3,53.9,15.3,0.0,69,Satisfactory
2024-04-21,Bengaluru,30.8,39.7,18.0,9.6,0.59,1.0,16.3,68.8,13.7,0.0,51,Satisfactory
2024-04-22,Bengaluru,21.8,38.8,15.7,9.1,0.56,3.7,17.4,59.1,17.2,0.0,39,Good
2024-04-23,Bengaluru,31.9,47.3,16.1,8.3,0.59,3.9,18.7,63.9,13.3,0.0,53,Satisfactory
2024-04-24,Bengaluru,26.2,53.6,16.8,8.8,0.6,3.3,18.6,53.3,17.8,0.0,54,Satisfactory
2024-04-25,Bengaluru,21.3,55.2,14.3,8.7,0.5,1.1,16.0,68.0,15.8,0.1,55,Satisfactory
2024-04-26,Bengaluru,26.3,53.3,16.9,6.5,0.54,3.4,18.6,64.6,14.9,0.0,53,Satisfactory
2024-04-27,Bengaluru,23.1,53.3,18.1,7.7,0.53,1.0,17.8,59.0,14.1,0.0,53,Satisfactory
2024-04-28,Bengaluru,26.3,49.9,18.0,7.9,0.57,3.7,22.1,54.4,13.8,0.0,50,Good
2024-04-29,Bengaluru,29.9,38.2,18.9,8.3,0.53,3.5,19.7,60.3,14.8,0.0,50,Good
2024-04-30,Bengaluru,26.8,43.0,16.7,8.0,0.53,1.0,19.7,56.6,15.8,0.0,45,Good
2024-05-01,Bengaluru,20.3,38.2,16.2,8.7,0.59,2.2,17.9,65.1,16.2,0.0,38,Good
2024-05-02,Bengaluru,19.8,41.2,15.6,8.1,0.57,1.0,17.5,59.5,15.2,0.0,41,Good
2024-05-03,Bengaluru,24.6,57.6,15.2,7.8,0.64,11.0,16.7,69.7,13.4,0.0,58,Satisfactory
2024-05-04,Bengaluru,26.4,56.7,14.2,8.6,0.55,4.8,17.9,62.4,19.5,0.0,57,Satisfactory
2024-05-05,Bengaluru,22.4,51.6,14.5,7.3,0.52,6.5,17.7,59.3,18.1,0.0,52,Satisfactory
2024-05-06,Bengaluru,19.8,59.8,19.2,7.8,0.6,7.6,16.7,54.1,11.2,0.0,60,Satisfactory
2024-05-07,Bengaluru,20.6,61.4,16.1,7.1,0.58,1.7,18.3,70.2,16.5,0.0,61,Satisfactory
